Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB51,OUT049,1723.4229387835678
FDI58,OUT027,1910.2552953236825
FDR20,OUT013,1746.5207705705855
FDC51,OUT018,1726.8501326374644
FDB16,OUT027,1867.895251621474
FDE40,OUT049,1722.1175982352381
NCM17,OUT035,1726.58914652539
FDU56,OUT035,1891.558313771799
FDS32,OUT019,1528.158294442414
FDX02,OUT049,1861.3078159370818
FDT39,OUT027,1820.0777129196647
FDE35,OUT017,1723.622589156115
NCI42,OUT019,1589.4927042409533
DRL23,OUT046,1740.721022066088
FDA10,OUT046,1788.4104395376419
FDA11,OUT013,1758.500322856801
NCM06,OUT046,1809.3111346262247
NCT05,OUT035,1882.265894713304
NCQ02,OUT010,1577.7314479396512
NCY06,OUT049,1819.396464320316
FDY56,OUT035,1919.4922480056123
FDL02,OUT035,1787.5009519443418
NCI06,OUT035,1874.5671756315296
FDQ14,OUT045,1793.1623289576503
FDQ12,OUT017,1866.156675442045
FDP36,OUT046,1704.0355693710117
FDK21,OUT027,1996.429655694605
FDO40,OUT045,1802.2607353908033
NCK54,OUT019,1572.1210916652099
FDY09,OUT018,1785.4140031748886
NCW30,OUT049,1902.9072811757096
NCC55,OUT027,1848.6919787563259
FDE58,OUT018,1739.4088518239303
FDR39,OUT013,1818.945147028548
FDU28,OUT049,1829.9000084943889
FDH08,OUT017,1906.0462982233093
FDG35,OUT045,1747.5217887907822
FDG22,OUT049,1725.7872861913481
FDC34,OUT035,1833.9804201650513
FDP15,OUT018,1786.8523396707178
FDK34,OUT010,1587.1896081659563
FDU45,OUT035,1830.5439639405859
FDQ04,OUT027,1819.556865730527
FDX22,OUT018,1800.5645941864564
FDB45,OUT017,1796.3038635514827
NCH43,OUT027,1978.05932688483
DRE60,OUT046,1798.3067902945288
FDD17,OUT027,1958.3295391537742
NCM54,OUT017,1828.6333702775662
NCH55,OUT013,1832.2328023123691
NCT06,OUT017,1865.2103249900874
FDA48,OUT027,1927.1133389791726
FDY58,OUT027,2003.894664005637
FDO25,OUT045,1833.664596078655
FDN50,OUT045,1761.4034986367665
FDH35,OUT035,1756.9799124205185
FDK09,OUT045,1894.0566561920316
FDO16,OUT013,1755.4306064811274
FDW11,OUT045,1731.1246608029296
FDU47,OUT027,1833.0819883958573
NCQ42,OUT010,1543.0037992407797
FDK55,OUT027,1850.864913741155
FDN08,OUT049,1786.1716320951434
FDT57,OUT045,1908.7281485693725
FDJ12,OUT018,1768.8868679261689
DRL59,OUT017,1725.0389750461763
NCN53,OUT046,1706.6188667153226
FDO51,OUT010,1556.9759184928419
FDK56,OUT017,1859.7550534221878
FDY12,OUT035,1717.3055066086947
FDU15,OUT035,1734.64642000012
FDQ19,OUT046,1897.9158217911308
DRF15,OUT045,1801.753574948297
DRE25,OUT019,1543.1014132434523
FDK57,OUT018,1737.2752002086938
FDD33,OUT010,1563.6921369222641
FDR34,OUT027,1992.6124798592678
FDU04,OUT045,1774.3025207880648
FDE35,OUT019,1661.1873810944207
NCD31,OUT035,1880.905190785962
FDJ56,OUT035,1763.0969268670012
NCU53,OUT046,1796.9489359056288
FDD39,OUT035,1876.8087597197427
NCU17,OUT019,1548.3854835984662
FDJ20,OUT046,1790.3554780867742
NCW41,OUT018,1743.021405114952
FDL52,OUT035,1723.5727531663504
FDS39,OUT035,1804.4218014174903
DRJ47,OUT045,1763.757583126092
FDP13,OUT010,1541.9627903551302
DRK39,OUT010,1539.6793905464638
FDF28,OUT010,1526.980163752802
FDB09,OUT045,1798.53865031656
FDM51,OUT046,1758.7705910147563
DRM49,OUT018,1671.733324796954
DRF23,OUT013,1761.4132043724007
DRH01,OUT035,1805.9068584267657
FDH12,OUT027,1874.9807724382647
FDA28,OUT019,1520.6984120734132
FDW37,OUT018,1702.7950652611623
FDF02,OUT046,1762.25250251997
DRL37,OUT046,1698.6531230733003
NCF43,OUT046,1803.3447867570242
FDH08,OUT010,1588.2894175885851
FDR34,OUT019,1585.8154768595527
NCK19,OUT049,1753.6077769240765
NCD55,OUT018,1688.6235388322214
FDT27,OUT049,1840.049390737609
FDQ57,OUT045,1824.293889515777
FDA47,OUT035,1812.2563978877874
DRG15,OUT027,1843.5920126497163
FDE05,OUT018,1740.898911713816
FDN46,OUT046,1745.9002700842855
FDX27,OUT027,1857.1742835543487
FDT51,OUT045,1762.7022190033263
FDU33,OUT013,1738.1621736273946
FDJ16,OUT027,1846.9912888352053
FDD20,OUT019,1516.4461470078486
FDT36,OUT049,1691.7513014415063
DRF15,OUT027,1912.4601652892288
FDN52,OUT010,1520.9572685819937
FDC22,OUT027,1948.3860143051322
FDX15,OUT045,1779.2948687002
FDT13,OUT013,1852.6194957533282
FDU04,OUT017,1792.0548930521552
FDU31,OUT019,1568.3238247828208
FDW59,OUT027,1814.5920404368915
NCO29,OUT046,1805.268057829088
FDL15,OUT035,1814.727784243382
FDI41,OUT049,1801.371376162187
FDQ48,OUT049,1756.775181556991
DRI39,OUT013,1732.9619269066382
FDI08,OUT013,1913.4031362961948
FDC21,OUT049,1791.8698069195775
FDF58,OUT035,1778.87224775846
FDS08,OUT010,1544.767647831686
FDE47,OUT045,1737.595333926579
NCP18,OUT019,1544.2826198400332
NCR41,OUT013,1766.9549110894989
FDA27,OUT013,1879.4932872730342
FDA43,OUT035,1872.129078786987
FDA49,OUT045,1750.072951321004
NCE55,OUT018,1781.708554651149
DRM49,OUT027,1791.417319037609
FDF22,OUT027,1999.4564421661773
FDQ15,OUT018,1701.360577868693
NCS54,OUT017,1875.9178072156687
NCY05,OUT013,1718.9067481836491
FDR45,OUT046,1908.8823951275838
FDK57,OUT049,1803.520513044573
FDF41,OUT010,1584.003034417001
FDV21,OUT046,1815.1269634466478
FDD51,OUT046,1698.380787214166
FDF33,OUT046,1718.3314545084795
FDA38,OUT046,1852.3947181121305
FDR56,OUT045,1858.6968242314053
NCN41,OUT017,1784.130617341337
FDC60,OUT027,1845.9047392054033
FDB47,OUT045,1878.0949526134798
DRH01,OUT013,1802.7168063496415
FDW08,OUT046,1763.5628885611536
FDF38,OUT027,1846.9800670559086
FDY32,OUT017,1834.11473418963
FDG34,OUT049,1796.7664165528874
FDG47,OUT019,1681.8554051654673
NCF18,OUT035,1890.7895306971952
FDL39,OUT019,1552.2749123526526
NCH55,OUT035,1844.8855180155692
DRJ35,OUT049,1724.0884997370333
FDS44,OUT035,1898.2934963200325
DRE01,OUT018,1753.2300214212141
FDY39,OUT013,1816.5996609376646
FDY32,OUT018,1749.2022655344017
FDR33,OUT027,1927.6364970349293
NCP50,OUT049,1727.6469567089741
FDZ47,OUT018,1701.4960571886643
FDU57,OUT049,1826.8544344270215
FDY44,OUT013,1883.8930925681516
DRH59,OUT018,1707.0590959859414
FDB03,OUT027,1915.752212539858
FDY46,OUT045,1864.654948211072
FDM39,OUT045,1799.6800961639208
FDY36,OUT035,1752.463012399882
NCM55,OUT035,1766.893554790328
FDJ50,OUT010,1532.3980316615223
DRL60,OUT013,1790.680135817106
NCJ54,OUT049,1900.430559602622
FDX59,OUT017,1724.6699037417718
FDI07,OUT013,1833.3908645275171
DRF51,OUT010,1546.3892906510575
FDM14,OUT017,1793.2397732950708
FDP21,OUT045,1859.8768631995006
FDE40,OUT035,1743.8255214829321
FDE05,OUT035,1830.969202632559
FDM13,OUT027,1741.7348806653542
FDC34,OUT027,1921.2685719113426
NCI55,OUT018,1743.401355690377
NCE43,OUT018,1767.8475932322153
FDW58,OUT018,1734.819632256649
FDG60,OUT045,1844.9327285611987
FDV31,OUT017,1857.100063079949
FDR47,OUT013,1782.2129945819752
FDM60,OUT019,1509.7726501650557
NCF06,OUT018,1821.5461554222704
NCN26,OUT027,1927.674812033505
FDQ59,OUT049,1744.6550390183406
FDF09,OUT046,1718.6471320848552
NCS06,OUT017,1925.4263937002713
FDT44,OUT046,1787.7988865868504
FDI19,OUT017,1858.2333069047024
FDT22,OUT017,1750.1009373323936
NCF54,OUT027,1960.0464609060768
DRG25,OUT045,1797.5644218992693
FDB59,OUT017,1894.3603211600348
FDQ37,OUT017,1733.0141140605797
FDP56,OUT035,1749.504242648022
FDW44,OUT035,1877.429433249725
FDJ26,OUT010,1586.6603013481636
FDU43,OUT018,1806.3303879999266
FDW33,OUT045,1775.8788686304956
NCX53,OUT027,1880.7971706015087
FDN56,OUT010,1531.4038971152472
DRF15,OUT049,1807.6785738562867
FDO33,OUT017,1812.4227887864067
FDZ39,OUT010,1579.7192850092506
NCJ19,OUT017,1717.1387339780579
FDU01,OUT035,1856.0180971273023
FDT12,OUT035,1860.1724772695488
NCM18,OUT018,1695.6351124583498
FDP19,OUT017,1792.2046056763093
NCR42,OUT049,1727.8205960209239
FDN10,OUT046,1806.014870134402
FDG44,OUT017,1734.7458203064245
FDQ10,OUT046,1858.540852635397
DRH13,OUT049,1743.6482709797583
FDT52,OUT013,1884.8316785244103
FDM56,OUT045,1781.0565572899136
NCO43,OUT010,1649.314108132014
NCV29,OUT035,1837.044522278558
NCF06,OUT013,1913.9316772232155
FDO50,OUT035,1782.5382175637722
FDT59,OUT013,1812.7220480102408
FDX40,OUT027,1818.0157165263868
FDE50,OUT017,1848.9905569331695
FDX51,OUT017,1831.796340457109
NCD30,OUT018,1725.5137253712408
FDK15,OUT013,1767.4776432330684
FDL12,OUT045,1705.2961758802562
FDK46,OUT017,1935.32620807617
DRH49,OUT010,1558.9130897425305
FDQ57,OUT046,1828.762619665143
FDY59,OUT017,1756.8421671588405
FDO09,OUT018,1820.3964235872552
NCG30,OUT035,1826.4864553774041
FDM09,OUT017,1862.3739488636766
NCN17,OUT027,1865.1749782308798
NCS42,OUT013,1790.8581709803618
FDD02,OUT019,1537.3004172341862
FDE34,OUT013,1869.6972581586688
FDU38,OUT045,1827.658438559763
FDB33,OUT046,1837.6178376963092
NCJ29,OUT017,1756.921004388712
FDZ27,OUT035,1735.981210508062
FDI40,OUT013,1761.04365259833
FDG22,OUT013,1748.8203652647594
FDT51,OUT017,1777.3811842386408
FDF20,OUT018,1789.5447142233174
FDV50,OUT035,1791.0573720381767
FDT02,OUT049,1707.5677354401741
DRC49,OUT017,1780.6085080353575
FDF26,OUT049,1804.6592254678771
FDV52,OUT035,1802.0135141577227
FDX59,OUT049,1721.5586765455055
FDV25,OUT035,1879.7639190110333
FDW23,OUT027,1821.5340412247783
FDE53,OUT018,1715.137915815171
FDA19,OUT017,1819.1592760314218
FDH22,OUT046,1789.0054788195198
NCO41,OUT013,1767.0462042712118
FDX12,OUT017,1868.1826795034815
FDF17,OUT013,1845.806439371079
FDS11,OUT045,1800.420765806324
FDR51,OUT035,1789.0930239521863
FDT49,OUT010,1561.3682019360451
FDC56,OUT013,1797.8095665586495
FDR13,OUT027,1899.4263675758295
FDQ60,OUT035,1775.1380577785815
FDN38,OUT049,1862.0368192675655
NCL29,OUT013,1796.9619719882273
FDO13,OUT027,1745.710697648081
FDE26,OUT018,1738.772489263817
FDA31,OUT010,1536.4067055422747
FDX14,OUT035,1756.985078888228
FDA34,OUT045,1751.229031732203
FDF26,OUT013,1819.0201121569064
FDE38,OUT045,1815.0158611925638
DRI11,OUT046,1742.4020331426593
FDQ60,OUT027,1867.7531943680929
FDL21,OUT027,1871.0648535395317
DRC12,OUT027,1887.6199634950165
FDC47,OUT046,1886.637263738633
FDE57,OUT045,1813.788282746528
FDT14,OUT045,1758.406183164551
NCZ53,OUT046,1820.863945895991
FDE28,OUT018,1780.4639860494863
FDR19,OUT035,1822.5474698049015
NCF54,OUT019,1551.5227978813448
FDZ08,OUT046,1750.8917885400997
NCJ05,OUT018,1739.3881768779004
FDF59,OUT046,1739.3986816700453
NCO05,OUT035,1772.9109032518543
FDW24,OUT018,1674.7866027283121
NCX42,OUT018,1771.958346622375
NCA53,OUT035,1734.005782645883
FDI45,OUT019,1534.2772044339347
FDG46,OUT046,1796.8849812771773
FDM20,OUT010,1585.246253221672
FDW11,OUT010,1605.686988060034
FDX08,OUT035,1889.3984589886988
NCK17,OUT035,1728.91304751204
FDK32,OUT018,1753.5440290317224
NCA42,OUT035,1870.0663331797082
DRI01,OUT035,1808.433321889235
NCL55,OUT049,1767.1801148221969
DRE25,OUT018,1697.5592931369654
FDD14,OUT017,1819.560238361023
FDB10,OUT046,1902.086832471275
DRN11,OUT035,1755.1985714006335
FDP38,OUT018,1685.8309645005575
NCA30,OUT017,1862.627989941209
FDT15,OUT017,1788.715442820502
NCP55,OUT018,1704.2049826653467
FDF12,OUT035,1806.1375007299441
FDM21,OUT018,1824.208680607501
FDX56,OUT035,1902.1362299035331
FDF10,OUT017,1821.1213698944573
FDT32,OUT045,1855.98520958621
FDM51,OUT018,1718.2212672616772
NCR50,OUT018,1763.327904610734
FDI19,OUT049,1846.9034699430815
FDX21,OUT017,1799.2399192750638
FDR31,OUT035,1845.1239660844308
FDY02,OUT013,1879.986238365051
NCA29,OUT045,1853.183828201895
NCX17,OUT046,1827.7159237335968
FDM12,OUT045,1818.685981828942
FDI53,OUT027,1905.0075412217695
NCU30,OUT049,1840.4403622166697
FDC56,OUT027,1918.6532744008734
FDK27,OUT018,1729.8662740234624
NCK18,OUT017,1865.2156125656402
FDB52,OUT019,1602.322184294692
DRG25,OUT027,1888.4456760648372
FDZ13,OUT049,1713.6538884820168
FDB57,OUT019,1583.7950596320109
FDR40,OUT046,1746.2786389678624
NCO14,OUT019,1510.0698815259054
NCN19,OUT045,1759.4131838840922
FDQ28,OUT019,1528.4701088781871
FDO13,OUT018,1714.0658663324175
FDK48,OUT013,1746.3738877133467
FDU07,OUT018,1753.6600426452367
FDW20,OUT046,1802.2148972539874
FDV12,OUT010,1524.569661080426
FDH24,OUT013,1809.1861026135764
FDV59,OUT049,1805.0363413456198
FDK57,OUT045,1795.7930448141617
FDL16,OUT027,1822.8215638211411
NCQ17,OUT046,1785.5768797422425
FDJ15,OUT018,1765.5929338505587
FDX24,OUT049,1749.1927196250303
FDT47,OUT046,1749.0082599683699
FDT10,OUT049,1747.2786499309884
FDZ37,OUT018,1709.7027928481195
FDW43,OUT027,1983.1928667998293
DRN36,OUT017,1748.9029833366308
FDJ14,OUT045,1746.1124850475944
FDA32,OUT013,1903.2287429618696
FDJ38,OUT019,1574.4125448179727
FDQ57,OUT017,1844.2193977859633
NCQ41,OUT019,1595.1321223566945
FDG56,OUT049,1737.1044018634122
DRC13,OUT027,1853.6690158453907
FDV55,OUT035,1850.507068933331
FDQ49,OUT045,1727.8532854812436
FDE29,OUT010,1519.7269103636668
FDR03,OUT013,1836.5683296723248
FDD45,OUT049,1774.214547459006
FDN38,OUT010,1608.1680202533867
FDT56,OUT046,1728.3155849835782
FDT48,OUT045,1804.927734324062
FDU03,OUT049,1806.871459984978
FDC56,OUT010,1533.7582080005593
NCO43,OUT027,1769.1619498422604
FDQ27,OUT017,1764.6648323968382
FDR03,OUT046,1825.3494332626874
DRH23,OUT010,1635.1798242857394
FDG22,OUT045,1719.5395101631302
NCJ42,OUT013,1808.244573636697
FDR24,OUT046,1742.6470028686765
FDW60,OUT035,1827.5334740573273
FDJ08,OUT013,1866.9058285996116
DRL59,OUT018,1702.3548972078881
FDG60,OUT010,1592.052824515858
FDW27,OUT017,1801.126313123065
FDX14,OUT018,1691.0480116796844
FDC20,OUT013,1754.6162224784377
NCS29,OUT018,1790.9039503801948
FDJ56,OUT046,1748.6167162409215
FDB20,OUT019,1491.6099112923412
FDL28,OUT027,1958.4246565981907
FDW01,OUT018,1746.8720541611199
FDL03,OUT046,1817.622101152912
FDX22,OUT049,1878.1829693262262
FDJ21,OUT035,1858.4527161456258
FDR31,OUT045,1815.4827095684263
FDG21,OUT035,1719.2786317244966
FDS22,OUT027,1873.7861364459613
FDK08,OUT035,1789.015691158449
FDE17,OUT018,1742.3251611247435
NCN30,OUT017,1801.383518505499
FDT50,OUT046,1741.3108210176201
NCX42,OUT049,1843.6766423636618
FDJ12,OUT035,1856.356519050319
NCA18,OUT027,1929.2765235059924
FDP23,OUT019,1645.2686387727233
FDX12,OUT013,1809.5565931780077
FDN40,OUT018,1738.6497688404008
FDV48,OUT035,1750.2695130776324
NCY54,OUT013,1829.6003623835104
FDL16,OUT010,1535.1269276197368
FDR45,OUT018,1823.9511380705062
FDJ52,OUT046,1813.1345044359102
DRG01,OUT017,1735.471984950667
FDP52,OUT013,1873.6660518098872
FDU58,OUT017,1875.2884822170045
FDL02,OUT045,1761.8159861501556
FDG28,OUT013,1883.4257107904948
FDA19,OUT035,1830.9755971965808
FDW46,OUT027,1894.5097232403452
NCD43,OUT049,1794.3977768599211
DRG39,OUT013,1736.3661054053207
NCF55,OUT049,1730.2750818438658
FDJ07,OUT046,1760.5260420651362
FDE08,OUT046,1813.8220631559166
FDP56,OUT019,1485.8878551522614
FDT45,OUT045,1732.668027005553
FDF17,OUT018,1769.456062722057
FDX44,OUT046,1765.8623477036087
FDM28,OUT027,1944.66308438618
FDI36,OUT049,1830.9831074573358
FDS07,OUT045,1780.17396429992
FDD36,OUT045,1763.1952052942852
FDW11,OUT046,1732.8267548825058
FDN40,OUT049,1797.714605559895
NCQ18,OUT049,1774.387508629984
NCQ54,OUT017,1865.7554913079775
NCS42,OUT045,1772.2858065927958
DRH39,OUT010,1525.9495124435741
FDC09,OUT027,1925.9273642324085
FDT08,OUT010,1520.685533345484
FDC08,OUT035,1914.7522150861228
FDT20,OUT017,1728.7933076651648
FDS35,OUT035,1740.3287763371536
FDX58,OUT018,1788.4244224495756
FDW58,OUT046,1793.783545287553
DRD27,OUT046,1759.1678449418616
FDH32,OUT019,1487.0915779493255
FDS26,OUT035,1892.443282957042
FDQ31,OUT046,1761.2929700492207
FDP11,OUT018,1758.7540081051418
FDD58,OUT017,1795.9098565560264
FDM33,OUT045,1888.0327493292907
FDZ16,OUT049,1819.3248289101887
NCS29,OUT010,1619.9534834923204
NCM18,OUT019,1499.8128560695266
FDP11,OUT049,1803.9017196612067
NCC42,OUT017,1800.8848029786247
DRM23,OUT046,1758.7093495339727
NCN55,OUT027,1796.8213907824459
FDK46,OUT013,1930.8593961243823
FDR01,OUT046,1833.5578132227597
NCA05,OUT045,1785.497461998729
NCP43,OUT017,1757.8517805207898
FDR12,OUT010,1560.8798815900848
FDQ01,OUT013,1857.2423262123652
FDM13,OUT046,1720.0965590782987
FDQ19,OUT017,1913.2800088347399
FDK56,OUT019,1538.8374982751243
NCX06,OUT010,1588.0582047457829
FDO56,OUT027,1936.7159191245291
FDU45,OUT045,1794.4312909567172
FDI16,OUT019,1518.2317220541483
FDL32,OUT046,1779.3126419188334
FDA07,OUT046,1801.1896816507974
FDA14,OUT045,1793.7354723083029
FDV46,OUT027,1950.8296641536083
NCO07,OUT035,1774.1751469068015
NCP41,OUT046,1762.5644335805719
FDY60,OUT018,1731.5154315180885
FDN38,OUT017,1823.6659274834756
FDO15,OUT046,1742.6820752212573
FDT60,OUT013,1780.1925636445408
FDA55,OUT035,1918.5748458020707
FDE02,OUT010,1540.5172134349261
DRJ39,OUT049,1855.0457888572066
FDV34,OUT035,1788.0230875989348
FDS20,OUT027,1949.57676557402
FDF02,OUT027,1885.6444427020333
FDW40,OUT017,1805.5644619179516
NCB43,OUT046,1847.2034978462539
FDR58,OUT017,1787.3909853428922
DRJ59,OUT035,1725.1892122076267
NCD30,OUT017,1801.0725915876644
FDE14,OUT017,1781.954458112382
FDC28,OUT018,1712.1830906094367
FDU16,OUT018,1697.241048414946
NCD19,OUT035,1775.3825478239999
FDU21,OUT046,1720.0895554831668
FDV59,OUT027,1855.9555839338368
FDU03,OUT045,1807.910024533429
FDC33,OUT010,1580.8728882827427
NCR42,OUT035,1753.350928911453
DRH59,OUT035,1738.389856378046
NCM31,OUT035,1746.433986925562
FDS50,OUT035,1883.194657373515
FDP39,OUT046,1722.6269739272857
FDQ55,OUT013,1814.9999668200976
FDV36,OUT019,1542.4581553605171
FDI05,OUT027,1853.4916935445215
FDS45,OUT027,1913.1798740376464
FDA39,OUT045,1710.747416207464
FDC37,OUT010,1530.6411934085231
FDJ60,OUT027,1905.0110607666068
DRQ35,OUT046,1746.3666494843105
NCJ06,OUT046,1800.7319143989798
NCY42,OUT018,1757.7560730229918
DRM37,OUT049,1808.8571344867996
FDR14,OUT045,1694.2073840398573
FDE51,OUT049,1704.2714461348348
FDT33,OUT017,1861.2770274313075
FDR08,OUT013,1808.7005595191786
FDE36,OUT010,1563.3420848708756
FDL22,OUT019,1503.8099005817367
FDR44,OUT013,1809.3791958203767
FDI56,OUT019,1494.8157122130408
FDE47,OUT010,1664.3513182272382
FDV27,OUT010,1564.1367581263648
FDV10,OUT049,1724.335284334523
FDC40,OUT045,1732.9014565801538
NCX41,OUT013,1840.4478076620658
NCQ38,OUT027,1773.3363953396822
FDV12,OUT027,1872.6042795462497
FDE52,OUT017,1760.0006132922706
FDG20,OUT027,1956.6084291440823
FDV16,OUT027,1830.1567956463605
FDI32,OUT017,1778.7463141759129
FDJ32,OUT049,1745.4621654857735
FDN39,OUT018,1749.7554433715268
FDY34,OUT017,1866.7545558807788
FDC14,OUT035,1742.883201072231
FDA55,OUT017,1906.9494463728595
FDZ50,OUT010,1557.282731280533
DRG13,OUT049,1788.0249456520096
FDP01,OUT013,1728.1894632547549
NCG54,OUT017,1868.2948424301408
FDM13,OUT045,1721.9602867892165
NCO18,OUT027,1970.8390428288553
NCW41,OUT013,1808.6128668505935
FDM52,OUT027,1926.8191186557358
NCF55,OUT035,1753.273377382409
FDT09,OUT046,1819.6262470114987
NCM19,OUT035,1745.9862476085434
FDW12,OUT018,1735.3297389132972
FDP15,OUT019,1610.4526727773841
FDK36,OUT045,1703.4549814522886
FDZ25,OUT035,1855.2434851131886
NCW06,OUT049,1875.989561475145
FDW60,OUT046,1808.2029062313684
DRC49,OUT013,1784.7120943379157
NCT17,OUT035,1844.3812499346084
NCN06,OUT018,1761.028984197382
FDC45,OUT013,1842.4389346063367
DRJ47,OUT019,1641.6700280346026
NCF06,OUT045,1906.1912864004146
FDE21,OUT010,1514.820401271382
DRG27,OUT013,1717.3613414328427
FDW40,OUT049,1791.3446231994312
NCO53,OUT046,1790.391218174999
FDE23,OUT049,1718.0305468097636
FDQ16,OUT046,1768.975026088743
FDS26,OUT045,1865.5789607014722
FDZ13,OUT010,1554.820088776111
FDS14,OUT049,1802.9198157811957
FDC10,OUT045,1794.1367933381282
FDY16,OUT049,1837.6843353131246
FDJ20,OUT035,1817.4375470531254
FDV43,OUT035,1742.101978568202
FDZ32,OUT027,1921.5431384067526
FDR23,OUT046,1783.7484384170702
FDN24,OUT035,1722.0211482775724
FDE34,OUT027,1968.145347405398
FDU31,OUT013,1898.9910260071115
FDW33,OUT018,1725.902168942465
FDU26,OUT046,1772.8460338832658
FDE20,OUT027,1969.8744995793074
NCW05,OUT035,1761.5264670384222
FDB22,OUT018,1766.3336839488384
FDO56,OUT046,1795.6202870167433
FDA19,OUT027,1940.4206831264928
DRI39,OUT045,1707.0053754596324
FDH52,OUT018,1681.2772157661238
FDZ50,OUT035,1851.9955854278655
NCN42,OUT035,1858.571157974239
FDB53,OUT013,1800.998865990689
DRG11,OUT017,1743.770645508807
DRK11,OUT027,1792.128626339193
FDQ60,OUT017,1769.4469795189425
FDT36,OUT017,1700.5567963799801
DRG25,OUT018,1749.3260922084285
DRJ23,OUT046,1772.3668610746292
FDG05,OUT035,1833.799048743949
NCK06,OUT018,1741.6841740494424
FDU52,OUT017,1817.7715008149785
FDW07,OUT018,1696.8220363732783
NCM17,OUT045,1700.2873189532327
FDA22,OUT045,1746.416646033052
NCA41,OUT018,1762.758968201435
FDF38,OUT035,1743.7174086884363
FDH52,OUT046,1724.6659143147274
FDY58,OUT019,1587.831384498294
FDZ16,OUT045,1815.8817894625113
NCM18,OUT017,1760.9567277238718
FDA22,OUT018,1725.8892265230904
NCJ43,OUT035,1883.3512176134618
FDI34,OUT027,1992.6883652381052
FDG56,OUT046,1738.0540838209854
FDS34,OUT046,1796.2426461768596
DRC01,OUT035,1722.05507982408
FDQ04,OUT035,1719.1580746440177
FDK04,OUT035,1740.8599502712118
FDT51,OUT049,1767.8217453841025
FDV26,OUT017,1844.4695273671964
FDS04,OUT049,1756.4276505774487
FDW43,OUT018,1801.950571464924
FDQ28,OUT010,1532.5098936738268
NCK06,OUT017,1815.9798298735436
FDS23,OUT018,1722.6769861097687
FDZ36,OUT019,1561.2647462754267
FDE56,OUT018,1678.8109709079924
FDW10,OUT027,1957.7927008922024
NCN14,OUT045,1753.3714577635078
NCQ18,OUT045,1768.9269807851244
FDW08,OUT017,1803.6997648860295
FDU43,OUT035,1921.039523422844
FDR33,OUT010,1522.4038724956854
FDM24,OUT010,1548.780453688567
NCZ05,OUT046,1754.2626602950477
NCV41,OUT035,1788.6766777821633
FDV11,OUT018,1742.4612244099837
NCY05,OUT035,1724.8550901974747
FDV44,OUT018,1779.946099724153
FDW32,OUT049,1757.6679811525994
NCU18,OUT027,1948.7484892023313
NCC43,OUT035,1932.5620100324224
FDW19,OUT013,1807.5758512826042
FDN31,OUT035,1894.358989510889
FDI48,OUT045,1702.765418342156
FDS24,OUT017,1752.5681950791763
FDF46,OUT049,1800.3205916536472
DRG23,OUT017,1762.7077734757897
FDG14,OUT018,1746.9945220747409
NCY30,OUT049,1859.4462435522623
FDO28,OUT018,1725.924026662175
DRD24,OUT035,1793.0941292904133
FDI33,OUT049,1781.2293385092637
FDN32,OUT046,1862.639159666939
FDR16,OUT045,1836.4438187139692
FDF26,OUT046,1804.6796900857955
NCN29,OUT018,1682.942640450873
FDE20,OUT045,1844.2711250632274
FDA46,OUT046,1861.0284169870597
FDU28,OUT045,1826.5934371801527
FDQ48,OUT045,1747.0270621180339
FDV36,OUT013,1789.3678592294068
FDR14,OUT018,1670.8382360097157
FDP23,OUT017,1806.7063366583325
FDP56,OUT013,1745.8933373482232
FDK48,OUT010,1522.6076859453706
FDR48,OUT046,1780.6429817365877
NCY29,OUT049,1720.0838725826566
FDM22,OUT018,1693.0099873190918
DRJ01,OUT013,1785.6208535276787
FDZ43,OUT045,1904.0246233976443
FDV03,OUT035,1815.6095036601719
FDX11,OUT027,1910.7392927357125
NCA41,OUT027,1911.7397194948746
FDE38,OUT017,1832.4759485848015
FDI27,OUT018,1675.7156536699908
FDN32,OUT013,1874.3574060100304
NCN43,OUT017,1742.3898522774412
FDB47,OUT027,1987.9674377957742
FDV03,OUT017,1806.0919564081055
NCN30,OUT045,1778.502942577347
NCV54,OUT010,1530.2203999233782
FDV07,OUT013,1805.6765456497762
FDP07,OUT049,1864.9370796543353
FDK48,OUT018,1687.9631987921425
FDM15,OUT019,1572.21071361008
FDY19,OUT027,1929.8619019684124
FDK46,OUT046,1917.2704625763472
FDY11,OUT045,1716.460006050167
FDH09,OUT046,1716.0003892487334
FDO08,OUT027,1969.7246250862643
FDU14,OUT013,1884.8938431049974
FDD22,OUT027,1927.4768959487724
FDM27,OUT017,1790.8231018968088
FDL02,OUT027,1878.3232033544227
NCA17,OUT035,1810.2923240686637
FDE38,OUT019,1562.244608862832
NCG07,OUT049,1872.657791699833
DRC27,OUT013,1884.821838155839
FDA27,OUT035,1893.7812081339096
FDW40,OUT045,1786.5655734100744
DRI11,OUT013,1748.5069724539746
FDN50,OUT046,1763.0886633539158
FDR12,OUT046,1811.1605803959596
FDT34,OUT027,1888.7654813270353
FDW11,OUT035,1745.2502167965347
NCO30,OUT027,1959.9412296251598
FDZ34,OUT017,1757.842160437258
FDU45,OUT017,1815.829005404759
NCD42,OUT035,1729.380927192686
FDX25,OUT045,1812.006858832387
NCR29,OUT046,1718.684429002033
FDX43,OUT019,1562.6891111027612
FDB04,OUT010,1518.1362023374968
FDR49,OUT027,1834.806671803587
FDS39,OUT018,1737.7201663180406
